Attitude score_z,Behavior Score_z,ClusterID,Name
-0.45610237556651895,0.16361485920760818,0,Supportive but Inactive
1.008283413411284,0.6454638953521208,1,Supportive and Active
-1.0126999471975975,-1.5594789731783611,2,Unsupportive and Inactive
