Metric,Value
N,268
R2,0.15027464899366372
Adj_R2,0.0005433096092872791
F,95.6665486169549
F_p,2.2870336754114567e-121
AIC,1084.9077621106644
BIC,1232.1382283116095
Cov_Type,HC3
Formula_Used,Premium_Rating ~ C(Category) + C(PriceLvl) + C(NutriLvl) + C(TasteLvl) + C(Age) + C(Gender) + C(Education) + C(Marital) + C(HouseholdSize) + C(Income) + C(Employment) + C(Urban_Rural)
