LabPriceRaw,SwitchFromBasicToLab,SwitchFromPremiumToLab,LabTopChoice
2.0,0.3076923076923077,0.21153846153846154,0.2980769230769231
3.0,0.29518072289156627,0.12650602409638553,0.1927710843373494
